model	dataset	trained	epoch_no	perturb_mec	sigma	epsilon	clip_norm	batch_size	num_images	restarts	OPTIM	cost_fn	indices	weights	scoring	init	tv	opt_score	psnr	test_mse	feat_mse	target_id	timing	dtype	val_acc	rec_img	gt_img
resnet34	CIFAR10	False	7	ALG_No_Weig	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0186	17.8573	0.2608	0.4872	2396	1:36:23.968138	torch.float32	1.0		
resnet34	CIFAR10	False	5	ALG_rGaussAGrad16	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0336	11.5797	1.1070	21.1069	3693	1:12:43.917787	torch.float32	1.0		
resnet34	CIFAR10	False	7	ALG_No_Weig	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0320	12.3640	0.9241	1.8091	885	1:36:17.475817	torch.float32	1.0		
resnet34	CIFAR10	False	5	ALG_rGaussAGrad16	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0400	8.0047	2.5213	10.6997	9645	1:12:46.676088	torch.float32	1.0		
resnet34	CIFAR10	False	7	ALG_No_Weig	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0337	13.5260	0.7071	11.3115	1758	1:03:49.119021	torch.float32	1.0		
resnet34	CIFAR10	False	7	ALG_No_Weig	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0230	13.2614	0.7516	5.7903	2397	0:49:58.092839	torch.float32	1.0		
resnet34	CIFAR10	False	3	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0046	25.2757	0.0473	1.9557	8432	0:23:42.508104	torch.float32	1.0		
resnet34	CIFAR10	False	3	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0102	20.4761	0.1427	3.1011	202	0:23:42.791252	torch.float32	1.0		
resnet34	CIFAR10	False	3	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0071	21.1753	0.1215	13.2550	1511	0:23:40.925291	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_bGaussAWeig21	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0499	19.2363	0.1899	0.0002	2627	0:35:55.982509	torch.float32	1.0		
resnet34	CIFAR10	False	3	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0081	18.6350	0.2181	22.6936	671	0:48:45.659800	torch.float32	1.0		
resnet18	CIFAR10	False	5	ALG_bGaussAWeig21	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0238	26.8265	0.0331	0.0003	7334	0:59:17.633700	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_bGaussAWeig21	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0559	17.4625	0.2857	0.0003	9814	0:37:46.672575	torch.float32	1.0		
resnet34	CIFAR10	False	3	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0051	22.8609	0.0824	15.7253	7803	1:10:28.235010	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_bGaussAWeig21	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0570	15.7345	0.4253	0.0002	9602	0:37:42.367516	torch.float32	1.0		
resnet18	CIFAR10	False	5	ALG_bGaussAWeig21	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0373	26.0701	0.0394	0.0002	5403	0:59:05.252366	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_bGaussAWeig21	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0625	20.0414	0.1577	0.0004	4864	0:37:48.518219	torch.float32	1.0		
resnet34	CIFAR10	False	3	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0073	22.2487	0.0949	5.1433	6886	1:10:44.680900	torch.float32	1.0		
resnet18	CIFAR10	False	5	ALG_bGaussAWeig21	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0204	25.5980	0.0439	0.0005	5774	0:58:46.609326	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_bGaussAWeig21	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0600	15.9970	0.4003	0.0007	8225	0:35:31.625230	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_bGaussAWeig21	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0580	22.2997	0.0938	0.0006	5874	0:25:19.299043	torch.float32	1.0		
resnet18	CIFAR10	False	5	ALG_bGaussAWeig21	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0234	26.3511	0.0369	0.0005	2745	0:34:25.677803	torch.float32	1.0		
resnet18	CIFAR10	False	5	ALG_bGaussAWeig21	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0400	22.1884	0.0962	0.0004	2481	0:20:22.983451	torch.float32	1.0		
resnet18	CIFAR10	False	5	ALG_bGaussAWeig21	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0283	29.5581	0.0176	0.0002	3619	0:20:22.273170	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.1038	10.4158	1.4472	0.0363	5549	0:03:56.218044	torch.float32	0.9990019798278809		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0221	23.9396	0.0643	0.0001	2866	0:24:49.982429	torch.float32	0.9999960064888		
resnet18	CIFAR10	False	5	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0318	21.3310	0.1172	0.0001	9687	0:47:58.301410	torch.float32	0.9999960064888		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0179	24.2503	0.0599	0.0007	9469	0:38:48.055896	torch.float32	0.9999960064888		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0345	13.7254	0.6754	0.0016	8915	0:38:55.420235	torch.float32	0.9999994039535522		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0142	22.3341	0.0930	0.0004	3672	0:40:02.241146	torch.float32	0.9999960064888		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0103	24.6173	0.0550	0.0013	6719	0:38:59.158858	torch.float32	0.9999994039535522		
resnet18	CIFAR10	False	5	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0249	21.8704	0.1035	0.0002	8906	1:00:23.023779	torch.float32	0.9999960064888		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0247	25.2902	0.0471	0.0003	7418	0:40:09.384992	torch.float32	0.9999960064888		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0230	19.9761	0.1601	0.0007	1636	0:39:06.291111	torch.float32	0.9999994039535522		
resnet18	CIFAR10	False	5	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0210	24.1542	0.0612	0.0001	6790	1:00:42.107591	torch.float32	0.9999960064888		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0318	22.1533	0.0970	0.0002	7190	0:39:07.066727	torch.float32	0.9999994039535522		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0270	23.4443	0.0721	0.0002	1483	0:40:08.034030	torch.float32	0.9999960064888		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0230	23.4901	0.0713	0.0002	8266	0:39:02.489292	torch.float32	0.9999994039535522		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0132	23.8311	0.0659	0.0003	2594	0:40:06.610327	torch.float32	0.9999960064888		
resnet18	CIFAR10	False	5	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0278	22.1070	0.0980	0.0001	2280	0:58:04.947049	torch.float32	0.9999960064888		
mnist cnn	MNIST	False	3	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0008	46.3933	0.0002	0.0000	9110	0:03:51.734724	torch.float32	0.9999993443489075		
mnist cnn	MNIST	False	3	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0108	28.4196	0.0152	0.0000	567	0:00:02.922209	torch.float32	0.9999993443489075		
mnist cnn	MNIST	False	3	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0062	27.8361	0.0173	0.0000	256	0:00:01.471182	torch.float32	0.9999993443489075		
mnist cnn	MNIST	False	3	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.4336	9.0509	1.3107	0.0072	4050	0:00:00.028535	torch.float32	0.9999993443489075		
mnist cnn	MNIST	False	3	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0012	52.3096	0.0001	0.0000	8648	0:03:52.589415	torch.float32	0.9999951720237732		
mnist cnn	MNIST	False	3	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0012	57.1523	0.0000	0.0000	543	0:03:51.744697	torch.float32	0.9999951720237732		
resnet18	CIFAR10	False	3	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0248	20.7060	0.1354	0.0003	5532	0:30:50.179137	torch.float32	0.9999994039535522		
mnist cnn	MNIST	False	3	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0014	56.2016	0.0000	0.0000	3160	0:03:09.005852	torch.float32	0.9999951720237732		
mnist cnn	MNIST	False	3	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0026	48.0440	0.0002	0.0000	6720	0:03:51.323737	torch.float32	0.9999951720237732		
mnist cnn	MNIST	False	3	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0017	57.8538	0.0000	0.0000	3115	0:03:51.784254	torch.float32	0.9999951720237732		
mnist cnn	MNIST	False	9	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0005	50.0089	0.0001	0.0000	4536	0:09:03.634982	torch.float32	0.9999951720237732		
mnist cnn	MNIST	False	3	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0028	48.2928	0.0002	0.0000	7579	0:03:51.005268	torch.float32	0.9999951720237732		
mnist cnn	MNIST	False	9	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0005	47.9112	0.0002	0.0000	3114	0:08:50.680408	torch.float32	0.9999951720237732		
mnist cnn	MNIST	False	7	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0007	42.3009	0.0006	0.0000	8564	0:07:20.342503	torch.float32	0.9999951720237732		
resnet18	CIFAR10	False	5	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0269	21.9726	0.1011	0.0005	7543	0:52:56.019784	torch.float32	0.9999960064888		
mnist cnn	MNIST	False	9	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0008	42.9321	0.0005	0.0000	7082	0:09:03.421536	torch.float32	0.9999951720237732		
mnist cnn	MNIST	False	7	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0005	52.2779	0.0001	0.0000	8815	0:07:19.551541	torch.float32	0.9999951720237732		
mnist cnn	MNIST	False	7	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0012	35.7133	0.0028	0.0000	5304	0:07:21.298143	torch.float32	0.9999951720237732		
mnist cnn	MNIST	False	9	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0009	41.0130	0.0008	0.0000	139	0:09:04.198562	torch.float32	0.9999951720237732		
mnist cnn	MNIST	False	7	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0003	62.6197	0.0000	0.0000	5051	0:07:21.192448	torch.float32	0.9999951720237732		
mnist cnn	MNIST	False	9	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0005	46.7747	0.0002	0.0000	7736	0:09:04.620638	torch.float32	0.9999951720237732		
mnist cnn	MNIST	False	7	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0005	47.7887	0.0002	0.0000	1077	0:07:21.206053	torch.float32	0.9999951720237732		
mnist cnn	MNIST	False	9	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0003	54.2499	0.0000	0.0000	8507	0:09:04.559146	torch.float32	0.9999951720237732		
mnist cnn	MNIST	False	7	ALG_rGaussPGrad22	5e-06	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0011	47.3140	0.0002	0.0000	4478	0:06:50.084971	torch.float32	0.9999951720237732		
resnet18	CIFAR10	False	5	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0405	21.5662	0.1110	0.0005	2653	0:42:44.838722	torch.float32	0.9999960064888		
resnet18	CIFAR10	False	7	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0169	23.4445	0.0721	0.0004	9161	0:53:51.624670	torch.float32	0.9999960064888		
resnet18	CIFAR10	False	7	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0258	21.4173	0.1149	0.0005	8399	0:54:06.488132	torch.float32	0.9999994039535522		
resnet18	CIFAR10	False	7	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0208	25.2081	0.0480	0.0002	327	0:54:03.445564	torch.float32	0.9999960064888		
resnet18	CIFAR10	False	7	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0237	17.7018	0.2703	0.0010	4665	0:54:06.151442	torch.float32	0.9999994039535522		
resnet18	CIFAR10	False	7	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0128	23.0289	0.0793	0.0023	5841	0:54:03.620353	torch.float32	0.9999960064888		
resnet18	CIFAR10	False	7	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0196	25.9058	0.0409	0.0002	8765	0:54:08.584193	torch.float32	0.9999994039535522		
resnet18	CIFAR10	False	7	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0193	26.1803	0.0384	0.0002	1201	0:54:04.363696	torch.float32	0.9999960064888		
resnet18	CIFAR10	False	7	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0207	22.6888	0.0857	0.0002	9592	0:54:06.139110	torch.float32	0.9999994039535522		
resnet18	CIFAR10	False	7	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0215	25.4713	0.0452	0.0004	3422	0:54:02.494011	torch.float32	0.9999960064888		
resnet18	CIFAR10	False	7	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0113	24.0449	0.0627	0.0002	2892	0:54:06.142605	torch.float32	0.9999994039535522		
resnet18	CIFAR10	False	7	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0150	17.8487	0.2614	0.0059	198	0:54:06.021497	torch.float32	0.9999960064888		
resnet18	CIFAR10	False	7	ALG_rGaussPGrad22	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0221	23.9724	0.0638	0.0002	3027	0:50:47.467560	torch.float32	0.9999994039535522		
resnet18	CIFAR10	False	3	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0087	26.0299	0.0397	0.0004	3057	0:25:20.618467	torch.float32	1.0		
resnet18	CIFAR10	False	5	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0147	21.3707	0.1162	0.0004	321	0:39:42.877226	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0061	29.8372	0.0165	0.0002	1082	0:25:19.550995	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0046	28.8299	0.0209	0.0002	5601	0:25:19.972414	torch.float32	1.0		
resnet18	CIFAR10	False	5	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0151	21.7972	0.1053	0.0008	4446	0:39:49.536257	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0041	32.1278	0.0098	0.0007	8870	0:25:19.145640	torch.float32	1.0		
resnet18	CIFAR10	False	5	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0239	20.6519	0.1371	0.0013	8493	0:39:51.148502	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0033	31.3535	0.0117	0.0002	3705	0:25:20.984316	torch.float32	1.0		
resnet18	CIFAR10	False	3	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0048	31.2994	0.0118	0.0001	9157	0:25:19.665016	torch.float32	1.0		
resnet18	CIFAR10	False	5	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0137	21.9958	0.1006	0.0010	9149	0:36:18.933345	torch.float32	1.0		
resnet18	CIFAR10	False	5	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0164	23.1310	0.0774	0.0003	1529	0:19:56.865688	torch.float32	1.0		
resnet18	CIFAR10	False	5	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0198	23.9036	0.0648	0.0004	7720	0:19:56.704839	torch.float32	1.0		
